id,address,price,bedrooms,bathrooms,square_feet,property_type,city,state,zip_code,description,features,images,listing_date,status,mls_number,lot_size,year_built,garage_spaces,created_at
ACT9725239,3431 Hills DR,236000,0,2.0,964,house,Austin,TX,78731,"Discover this beautifully remodeled 2-bedroom, 1.5-bath condo in an unbeatable location! Just minutes from shopping, entertainment, and the UT shuttle, this home offers both convenience and modern comfort. The open living area is perfect for relaxing or entertaining, while the separate dining space adds an elegant touch. Spacious bedrooms provide plenty of room to unwind. Don’t miss this incredible opportunity to own a move-in-ready home in a sought-after area!  Short-Term rentals and Airbnb allowed making this a great investment opportunity.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_19.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_20.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_21.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_22.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_23.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_24.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_25.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_26.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_27.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_28.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_29.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_30.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_31.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9725239_32.jpg?class=medium""]",,New,ACT9725239,,1968,,now()
ACT6290280,4300 Acropolis CT,1050,2,1.0,768,house,Austin,TX,78759,"Cozy second-floor unit has two bedrooms and one bath. Features include a fireplace in the living area, kitchen/living combo and a balcony. Shared yard area. Close to Mopac and 183. Pets welcome, limit two, 50 lbs or less. **Residents must choose between two resident benefit packages at time of application.","[""Air Conditioning""]",[],,New,ACT6290280,,1982,,now()
ACT9944405,3464 Willowrun DR,1250,2,1.0,2704,house,Austin,TX,78704,"THIS IS AN UPGRADE FROM OTHER OPTIONS IN THE AREA ....Recently remodeled w/ modern touches, new appliances, granite counter tops, tile throughout. Super Cool! Near St. Edwards and bus stop in the heart of SOCO. This is a great place to live. TENANT OCCUPIED. DO NOT ENTER WITHOUT APPOINTMENT.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9944405_18.jpg?class=medium""]",,New,ACT9944405,,1980,,now()
ACT7149718,7203 Ellington CIR,1750,3,2.0,870,house,Austin,TX,78724,"3 bed/1.5 bath available in Colony Park! Excellent location and easy access to 183. Home includes vinyl wood flooring, ceiling fans, 2 car garage, and more! Come see! All leases will be enrolled in the ALPS Resident Benefit Program at a cost of $45.95/month. Details can be found on the picture/brochure included.","[""Air Conditioning""]",[],,New,ACT7149718,,1977,,now()
ACT9283750,4501 Spanish Oaks Club BLVD,1995000,3,4.0,3016,house,Austin,TX,78738,"Nestled in the coveted Verde Trails section of the prestigious Spanish Oaks neighborhood, this lock-and-leave home offers a perfect blend of elegance and low-maintenance living. Spanning over 3,000 square feet, the residence welcomes you with a spacious entry courtyard and a charming loggia, accessible from both the living and dining rooms. This thoughtfully designed home features three bedrooms, each with its own en-suite full bathroom, plus an additional half bath for guests. The gourmet kitchen and living room seamlessly open up to a large private veranda, providing an ideal setting for both indoor and outdoor entertaining. Tall stacked-stone fences surround the property, ensuring a unique level of privacy for its residents. Prominently located near the eastern entrance to Spanish Oaks, Verde Trails is an intimate collection of 20 distinctive luxury garden homes, giving owners and their families an immediate opportunity to begin enjoying the exceptional Spanish Oaks lifestyle.

Spanish Oaks features one of the best Private Golf Clubs in the state of Texas, a resort style Pool Pavilion with a summer-time café, pickleball, beach volleyball, miles of hike and bike trails, numerous community parks, 24/7 manned security and Lake Travis schools.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_19.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_20.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_21.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_22.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_23.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_24.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_25.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_26.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_27.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_28.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_29.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_30.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_31.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_32.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_33.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_34.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_35.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_36.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_37.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_38.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9283750_39.jpg?class=medium""]",,New,ACT9283750,,2004,,now()
ACT7314824,2010 Koenig LN,995,0,0.0,,house,Austin,TX,78756,"Two private offices are available for lease in the office building at 2010 West Koenig Lane, currently predominantly occupied by the Juice Real Estate Group at Compass.  Amazing architectural details in this fantastic building.  First floor has soaring ceilings and a glass walled private office (suite 105).  The second office available April 1 is suite 206 which has tall ceilings and the flooring is designer carpet squares.  Incredible opportunity to be in the midst of one of Compass's top teams in the Austin Market.  Please note that there are two private offices available in the Juice Real Estate Group at Compass's office.  Additionally there are cubicles (5-7 available) at a $495 rate","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_19.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_20.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_21.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_22.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_23.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_24.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_25.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_26.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_27.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_28.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_29.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_30.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_31.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_32.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_33.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_34.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_35.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_36.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7314824_37.jpg?class=medium""]",,New,ACT7314824,,2019,,now()
ACT9401332,152 Archipelago TRL,4700,4,4.0,3289,house,Austin,TX,78717,"Don't miss this stunning 4-bedroom home with a game room, office, and 3.5 baths, plus a spacious 3-car garage. Enjoy premium upgrades, including insulated garage doors, attic, and high-efficiency car charging ports. The garage is gym-ready with electric outlets and a network port for entertainment. A beautifully remodeled kitchen with brand-new appliances and an extended patio enhance your living experience. Stay connected with upgraded Cat8 network cables and relax in your own vegetable garden with a sprinkler system!","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9401332_19.jpg?class=medium""]",,New,ACT9401332,,2013,,now()
ACT6602537,911 & 915 Dittmar RD,1145000,0,0.0,,house,Austin,TX,78745,"This rare 1.48-acre property in Austin has been recently rezoned to MF-1, offering incredible development potential. Ideally located just 2.5 miles from the vibrant Menchaca nightlife, 3 miles from South Park Meadows, 7 miles from downtown Austin, and 11 miles from ABIA, with easy access to both Mopac and IH-35. The MF-1 zoning allows for up to 20 dwellings, presenting a prime opportunity for developers. A preliminary layout is available upon request. Don't miss out—this opportunity won’t last long!

All information is deemed reliable but not guaranteed. Buyers should independently verify build requirements, utilities, and restrictions.",[],"[""https://cdn.repliers.io/mlsgrid/IMG-ACT6602537_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6602537_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6602537_2.jpg?class=medium""]",,New,ACT6602537,,,,now()
ACT7220919,8336 Alvin High LN,2600,4,3.0,2325,house,Austin,TX,78729,"Step into this stunning 2-story home, perfectly designed for modern living and entertaining. The main level features multiple dining areas, a chef-inspired kitchen equipped with stainless steel appliances, and a spacious living room highlighted by a beautiful fireplace. Convenience is key with a washer, dryer, and refrigerator included. Upstairs, the expansive master suite awaits, complete with an attached bathroom featuring a double vanity sink, a relaxing soaking tub, and a spacious walk-in closet. Outside, the backyard is a private oasis with mature trees providing ample shade and a covered patio area—ideal for summer entertaining or simply unwinding. Nestled between Cedar Park and Austin, this home offers the perfect location for enjoying local activities, shopping, and a variety of dining options. Don’t miss the opportunity to make this exceptional property your new home! Apply today and schedule your tour!","[""Air Conditioning""]",[],,New,ACT7220919,,1998,,now()
ACT3422997,1931 38 1/2 ST,2999,2,3.0,1359,house,Austin,TX,78723,"This end-unit home in the distinguished Avion Park has a gorgeous view of downtown. With walkable access to Mueller Lake, Mueller Town Center with restaurants and shopping, a 3-minute drive to the hospital, and so much more. 
You will never find yourself without easy access to the best Austin has to offer. The community is very dog-friendly with a dog park. This unit has an abundance of natural light with ample space to entertain your friends and relax on a quiet evening. The home is filled with extraordinary craftsmanship and sleek design including polished concrete floors, vaulted ceilings, quartz countertops, soft close drawers, a tankless water heater, a soaking tub, a frameless shower, and Danze bathroom faucets. The HOA takes care of water, sewer, exterior maintenance, and landscaping. Plenty of room inside the 2-car garage as well! Come and check out this delightful unit before it's gone!","[""Air Conditioning""]",[],,New,ACT3422997,,2016,,now()
ACT5913641,116 Honeybee LN,1950,3,3.0,1782,house,Elgin,TX,78621,"Be the first to live in this brand new designer home with refrigerator, washer and dryer are all included! Nestled in the amenity-rich community of Harvest Ridge You’ll enjoy the perfect blend of privacy and comfort with 3 generous sized bedrooms and an oversized backyard. An open & inviting floor plan seamlessly connects the kitchen, living room & dining room.  Upstairs you’ll find cozy carpet in the bedrooms. The tastefully designed kitchen offers sleek black appliances, plenty of storage & counter space and a true walk-in pantry. The large island provides ample seating space, creating the perfect ambiance for casual dining and socializing with friends & family. Head upstairs to find the laundry room with a brand new washer and dryer conveniently located to all 3 bedrooms. The primary suite features an ensuite with floor to ceiling tile in the shower and walk-in closet. Your new home will be the perfect staycation with a resort-style pool, fishing ponds, playscapes, event lawns, food trucks, coffee bar, basketball and sports field and so much more! The onsite Lifestyle Director will take full advantage of everything Harvest Ridge has to offer through regularly planned community events. Walk to the newly anticipated Elementary School within the community expected to complete this year.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_19.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_20.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_21.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_22.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_23.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_24.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_25.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_26.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_27.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_28.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_29.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_30.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_31.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_32.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_33.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_34.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_35.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_36.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_37.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_38.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT5913641_39.jpg?class=medium""]",,New,ACT5913641,,2024,,now()
ACT7795107,211 Valley Run TRL,335000,4,2.0,1759,house,Elgin,TX,78621,"Welcome to 211 Valley Run Trail in Elgin, TX! This charming single-family home was built in 2001 and offers 4 bedrooms, 2 bathrooms and a spacious finished area of 1,759 sq.ft. The property sits on a generous lot size of 13,416 sq.ft., providing ample space for outdoor activities, gardening in established beds, relaxing under the pergola on the swing or entertaining. The home features a well-maintained exterior with a beautiful landscape, mature trees, inviting curb appeal, and a large backyard. Inside, you'll find a cozy living space, a functional kitchen with modern appliances, and comfortable bedrooms. This property is perfect for families or those looking for a peaceful retreat away from the hustle and bustle of the city. Don't miss out on the opportunity to make this lovely home yours!.","[""Air Conditioning""]",[],,New,ACT7795107,,2001,,now()
ACT3107255,14852 Highway 29,800,0,0.0,,house,Liberty Hill,TX,78642,"Prime Commercial Land for Lease – Highway Frontage in Liberty Hill, TX

Unlock the potential of 5.556 acres of General Commercial (C3) zoned land along the high-traffic State Highway 29 in Liberty Hill, TX. With excellent highway frontage, this property is ideal for vehicle sales, landscaping businesses, equipment rental, and more!

-$800 per acre – Discounts available for larger leases
-Flexible leasing options – Fence your leased space as needed
-High visibility & easy access – Perfect for business exposure","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT3107255_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3107255_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3107255_2.jpg?class=medium""]",,New,ACT3107255,,1900,,now()
ACT8769435,1020 Vista View DR,349990,3,3.0,1589,house,Georgetown,TX,78626,"This new home built by Homes by Avi is an exceptional property. It’s more than a home; it’s a
maintenance-free lifestyle filled with comfort, beauty and opportunity in a great Georgetown location.
Don’t miss your chance to own this unique gem. Inventory is limited. Schedule your private showing
today! See Tori Woods at the model home located at 1020 Vista View Drive, Unit 2502, Georgetown, TX
78626 or call 801-866-9588. Incentives available are tied to using builder’s preferred lender and title company","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT8769435_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8769435_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8769435_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8769435_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8769435_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8769435_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8769435_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8769435_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8769435_8.jpg?class=medium""]",,New,ACT8769435,,2024,,now()
